"condition","medcodeid","term","snomedctconceptid","snomedctdescriptionid","originalreadcode","cleansedreadcode","emiscodecategoryid","observations"
"Wrist fracture","1228196017","Open fracture hamate","34656006","1228196017","S2418","S241800",32,181
"Wrist fracture","1228300012","Closed fracture trapezoid","357009","1228300012","S2406","S240600",32,1027
"Wrist fracture","1229092011","Closed fracture hamate","37174005","1229092011","S2408","S240800",32,8583
"Wrist fracture","1229331011","Closed fracture lunate","37633006","1229331011","S2402","S240200",32,2763
"Wrist fracture","1229890019","Open fracture trapezoid","42591009","1229890019","S2416","S241600",32,32
"Wrist fracture","1229933018","Closed fracture of the scaphoid","42818005","1229933018","S2401","S240100",32,202674
"Wrist fracture","1230026018","Closed fracture pisiform","43767005","1230026018","S2404","S240400",32,2214
"Wrist fracture","1230102017","Open fracture capitate","44504005","1230102017","S2417","S241700",32,41
"Wrist fracture","1231198017","Open fracture lunate","53256003","1231198017","S2412","S241200",32,34
"Wrist fracture","1231685010","Closed fracture trapezium","57114005","1231685010","S2405","S240500",32,5451
"Wrist fracture","1232881017","Open fracture trapezium","67130000","1232881017","S2415","S241500",32,141
"Wrist fracture","1233006016","Open fracture of the scaphoid","68076002","1233006016","S2411","S241100",32,1248
"Wrist fracture","1234315010","Open fracture triquetral","7913001","1234315010","S2413","S241300",32,206
"Wrist fracture","1234676011","Hand fracture - carpal bone","82065001","1234676011","S24-1","S24..11",32,6879
"Wrist fracture","1235429018","Open fracture pisiform","89161006","1235429018","S2414","S241400",32,43
"Wrist fracture","1235538018","Closed fracture capitate","90114000","1235538018","S2407","S240700",32,2335
"Wrist fracture","1490703015","Closed fracture radius and ulna, distal","33192001","1490703015","S2346","S234600",32,50346
"Wrist fracture","1495502013","Wrist fracture - open","88116004","1495502013","S235-1","S235.11",32,7869
"Wrist fracture","1495503015","Open fracture radius and ulna, distal","88116004","1495503015","S2356","S235600",32,2185
"Wrist fracture","3527286011","Fracture of lower end of radius with dorsal tilt","737261002","3527286011","^ESCT1167569","",31,4
"Wrist fracture","3527288012","Fracture of lower end of radius with volar tilt","737262009","3527288012","^ESCT1167570","",31,4
"Wrist fracture","49851000006119","Open volar Barton fracture-dislocation","208342009","318884018","S2359-1","S235911",32,6
"Wrist fracture","49861000006117","Open volar Barton fracture-subluxation","208342009","318883012","S2359-2","S235912",32,1
"Wrist fracture","52291000006115","Open Smith's fracture","208340001","318880010","S2357","S235700",32,430
"Wrist fracture","54541000006116","Closed fracture of wrist","9468002","16583010","S234-1","S234.11",32,446159
"Wrist fracture","255571000006116","Open fracture-subluxation peri-lunate trans-scaphoid","209299007","319997013","S4C36","S4C3600",32,1
"Wrist fracture","255581000006118","Open fracture-subluxation radiocarpal joint","209294002","319992019","S4C31","S4C3100",32,13
"Wrist fracture","255971000006112","Open fracture-dislocation other carpal","209273000","319970018","S4C1y","S4C1y00",32,1
"Wrist fracture","255981000006110","Open fracture-dislocation peri-lunate (dorsal)","209280003","319978013","S4C15","S4C1500",32,8
"Wrist fracture","255991000006113","Open fracture-dislocation peri-lunate trans-scaphoid","209281004","319979017","S4C16","S4C1600",32,22
"Wrist fracture","256001000006114","Open fracture-dislocation radiocarpal joint","209276008","319974010","S4C11","S4C1100",32,152
"Wrist fracture","256341000006113","Open fracture-subluxation of the wrist","209292003","319990010","S4C3","S4C3.00",32,82
"Wrist fracture","256351000006110","Open fracture-subluxation other carpal","263102004","391219013","S4C3y","S4C3y00",32,1
"Wrist fracture","256731000006116","Open fracture-dislocation lunate (volar)","209279001","319977015","S4C14","S4C1400",32,6
"Wrist fracture","256741000006114","Open fracture-dislocation mid carpal","209277004","319975011","S4C12","S4C1200",32,1
"Wrist fracture","261541000006119","Open dorsal Barton's fracture-dislocation","208343004","318885017","S235A-1","S235A11",32,2
"Wrist fracture","261551000006117","Open dorsal Barton's fracture-subluxation","208343004","318886016","S235A-2","S235A12",32,1
"Wrist fracture","387591000006110","Fracture at wrist and/or hand level","208388003","1489807015","Syu65","Syu6500",32,31090
"Wrist fracture","559791000006116","Closed dorsal Barton's fracture","208324004","318856011","S234A","S234A00",32,303
"Wrist fracture","561311000006117","Closed dorsal Barton fracture-subluxation","208324004","318854014","S234A-2","S234A12",32,10
"Wrist fracture","561321000006113","Closed dorsal Barton's fracture-dislocation","208324004","318855010","S234A-1","S234A11",32,19
"Wrist fracture","565301000006117","Closed fracture-dislocation lunate (volar)","209269003","319966014","S4C04","S4C0400",32,106
"Wrist fracture","565311000006119","Closed fracture-dislocation mid carpal","209267001","319964012","S4C02","S4C0200",32,19
"Wrist fracture","565351000006118","Closed fracture-dislocation other carpal","209264008","319961016","S4C0y","S4C0y00",32,39
"Wrist fracture","565361000006116","Closed fracture-dislocation peri-lunate (dorsal)","209270002","319967017","S4C05","S4C0500",32,67
"Wrist fracture","565371000006111","Closed fracture-dislocation peri-lunate trans-scaphoid","209271003","319968010","S4C06","S4C0600",32,155
"Wrist fracture","565381000006114","Closed fracture-dislocation radiocarpal joint","209266005","319963018","S4C01","S4C0100",32,296
"Wrist fracture","565621000006118","Closed fracture-subluxation lunate (volar)","209288005","319986013","S4C24","S4C2400",32,14
"Wrist fracture","565631000006115","Closed fracture-subluxation mid carpal","209286009","319984011","S4C22","S4C2200",32,6
"Wrist fracture","565671000006117","Closed fracture subluxation of the wrist","209283001","319981015","S4C2","S4C2.00",32,2635
"Wrist fracture","565681000006119","Closed fracture-subluxation other carpal","263102004","391219013","S4C2y","S4C2y00",32,40
"Wrist fracture","565691000006116","Closed fracture-subluxation peri-lunate (dorsal)","209289002","319987016","S4C25","S4C2500",32,13
"Wrist fracture","565701000006116","Closed fracture-subluxation peri-lunate trans-scaphoid","209290006","319988014","S4C26","S4C2600",32,9
"Wrist fracture","565711000006118","Closed fracture-subluxation radiocarpal joint","209285008","319983017","S4C21","S4C2100",32,18
"Wrist fracture","569501000006112","Closed volar Barton fracture-subluxation","208323005","318852013","S2349-2","S234912",32,37
"Wrist fracture","569521000006119","Closed volar Barton's fracture-dislocation","208323005","318853015","S2349-1","S234911",32,77
"Wrist fracture","793411000006114","Fracture of scaphoid bone of wrist","31975004","53424011","S2420","S242000",32,318355
"Wrist fracture","793921000006113","Fracture dislocation or subluxation of wrist","209263002","319960015","S4C","S4C..00",32,3876
"Wrist fracture","851421000006114","Torus fracture of radius","851421000006105","851421000006114","EMISR4QTO2","",32,1428
"Wrist fracture","895551000006110","#Radius/ulna-lower end-colles","269083002","895551000006110","S2341-98","S234198",32,13078
"Wrist fracture","895561000006112","Colles fracture","269083002","895561000006112","S2341-99","S234199",32,13961
"Wrist fracture","1730651000000118","Greenstick fracture of distal radius","448355005","2900823018","S234G","S234G00",32,74392
"Wrist fracture","2504221000006116","Closed fracture of trapezoidal bone of wrist","357009","1686010","^ESCTCL250422","",32,30
"Wrist fracture","2530741000006117","Fracture of lunate bone of wrist","2012002","4471012","^ESCTFR253074","",31,37
"Wrist fracture","2530761000006118","Fracture of lunate","2012002","1222411012","^ESCTFR253076","",31,11
"Wrist fracture","2620681000006114","Fracture of triquetral bone of wrist","7585008","13539010","^ESCTFR262068","",31,373
"Wrist fracture","2620701000006112","Fracture of triquetral","7585008","1233922018","^ESCTFR262070","",31,107
"Wrist fracture","2626111000006113","Open fracture of triquetral bone of wrist","7913001","14091013","^ESCTOP262611","",32,20
"Wrist fracture","2650961000006112","Closed fracture of carpal bone of wrist","9468002","3298057018","^ESCTCL265096","",32,37
"Wrist fracture","2736481000006119","Fracture of trapezoidal bone of wrist","14916000","25332016","^ESCTFR273648","",31,25
"Wrist fracture","2736501000006112","Fracture of trapezoid","14916000","1221145012","^ESCTFR273650","",31,7
"Wrist fracture","2773201000006116","Closed fracture of lower end of radius","17222009","29118019","^ESCTCL277320","",32,11
"Wrist fracture","2993591000006110","Closed fracture of triquetral bone of wrist","30632004","51270013","^ESCTCL299359","",32,449
"Wrist fracture","3014891000006114","Fracture of navicular bone of wrist","31975004","53423017","^ESCTFR301489","",32,12693
"Wrist fracture","3014911000006111","Fracture of scaphoid bone","31975004","1227891011","^ESCTFR301491","",32,1095
"Wrist fracture","3034241000006111","Closed fracture of lower end of radius AND ulna","33192001","55392016","^ESCTCL303424","",32,18524
"Wrist fracture","3058071000006115","Open fracture of hamate bone of wrist","34656006","57847019","^ESCTOP305807","",32,1
"Wrist fracture","3098691000006118","Closed fracture of hamate bone of wrist","37174005","62011010","^ESCTCL309869","",32,285
"Wrist fracture","3106031000006116","Closed fracture of lunate bone of wrist","37633006","62773014","^ESCTCL310603","",32,86
"Wrist fracture","3190321000006117","Closed fracture of scaphoid bone of wrist","42818005","71453019","^ESCTCL319032","",32,5815
"Wrist fracture","3204741000006116","Closed fracture of pisiform bone of wrist","43767005","72987016","^ESCTCL320474","",32,79
"Wrist fracture","3217001000006114","Open fracture of capitate bone of wrist","44504005","74215010","^ESCTOP321700","",32,4
"Wrist fracture","3363611000006116","Open fracture of lunate bone of wrist","53256003","88562016","^ESCTOP336361","",32,2
"Wrist fracture","3386781000006111","Barton's fracture","54645004","90811010","^ESCTBA338678","",31,34
"Wrist fracture","3386791000006114","Barton fracture","54645004","2839416017","^ESCTBA338679","",31,4
"Wrist fracture","3428151000006115","Closed fracture of trapezium bone of wrist","57114005","94984016","^ESCTCL342815","",32,138
"Wrist fracture","3591391000006119","Open fracture of trapezium of wrist","67130000","111499018","^ESCTOP359139","",32,2
"Wrist fracture","3607291000006111","Open fracture of navicular bone of wrist","68076002","113078017","^ESCTOP360729","",32,49
"Wrist fracture","3692241000006119","Fracture of capitate bone of wrist","73316002","121750019","^ESCTFR369224","",31,58
"Wrist fracture","3692261000006115","Fracture of capitate","73316002","1233615012","^ESCTFR369226","",31,5
"Wrist fracture","3710331000006111","Fracture of trapezium of wrist","74465000","123673011","^ESCTFR371033","",31,123
"Wrist fracture","3710351000006116","Fracture of trapezium","74465000","1233750011","^ESCTFR371035","",31,40
"Wrist fracture","3867051000006117","Fracture of pisiform bone of wrist","84030002","139340014","^ESCTFR386705","",31,44
"Wrist fracture","3867061000006115","Fracture of pisiform","84030002","1234891010","^ESCTFR386706","",31,16
"Wrist fracture","3896491000006116","Fracture of hamate bone of wrist","85922006","142447010","^ESCTFR389649","",31,215
"Wrist fracture","3896511000006110","Fracture of hamate","85922006","1235079013","^ESCTFR389651","",31,66
"Wrist fracture","3932001000006116","Open fracture of lower end of radius AND ulna","88116004","146086018","^ESCTOP393200","",32,332
"Wrist fracture","3949301000006114","Open fracture of pisiform bone of wrist","89161006","147845017","^ESCTOP394930","",32,2
"Wrist fracture","3964861000006110","Closed fracture of capitate bone of wrist","90114000","149369015","^ESCTCL396486","",32,73
"Wrist fracture","4353801000006114","Closed reverse Colles' fracture","123618009","192107010","^ESCTCL435380","",32,330
"Wrist fracture","4353811000006112","Open reverse Colles' fracture","123619001","192108017","^ESCTOP435381","",32,5
"Wrist fracture","4358241000006117","Colles' fracture","123971006","192460015","^ESCTCO435824","",31,1934
"Wrist fracture","4358251000006115","Reversed Colles' fracture","123972004","192461016","^ESCTRE435825","",31,74
"Wrist fracture","4358261000006118","Smith's fracture","123972004","203444012","^ESCTSM435826","",31,12
"Wrist fracture","4842251000006118","Closed volar Barton fracture","208323005","2839697017","^ESCTCL484225","",32,3
"Wrist fracture","4842281000006114","Closed dorsal Barton's fracture dislocation","208324004","318855010","^ESCTCL484228","",32,1
"Wrist fracture","4842291000006112","Closed dorsal Barton fracture","208324004","2839862017","^ESCTCL484229","",32,4
"Wrist fracture","4848921000006116","Closed fracture dislocation radiocarpal joint","209266005","319963018","^ESCTCL484892","",32,14
"Wrist fracture","4848931000006118","Closed fracture dislocation midcarpal","209267001","319964012","^ESCTCL484893","",32,2
"Wrist fracture","4848961000006110","Closed fracture dislocation lunate (volar)","209269003","319966014","^ESCTCL484896","",32,47
"Wrist fracture","4848971000006115","Closed fracture dislocation perilunate (dorsal)","209270002","319967017","^ESCTCL484897","",32,61
"Wrist fracture","4848981000006117","Closed fracture dislocation perilunate transscaphoid","209271003","319968010","^ESCTCL484898","",32,43
"Wrist fracture","4849021000006112","Open fracture dislocation radiocarpal joint","209276008","319974010","^ESCTOP484902","",32,7
"Wrist fracture","4849051000006115","Open fracture dislocation lunate (volar)","209279001","319977015","^ESCTOP484905","",32,10
"Wrist fracture","4849061000006118","Open fracture dislocation perilunate (dorsal)","209280003","319978013","^ESCTOP484906","",32,21
"Wrist fracture","4849071000006113","Open fracture dislocation perilunate transscaphoid","209281004","319979017","^ESCTOP484907","",32,12
"Wrist fracture","4849101000006115","Closed fracture subluxation radiocarpal joint","209285008","319983017","^ESCTCL484910","",32,6
"Wrist fracture","4849131000006111","Closed fracture subluxation lunate (volar)","209288005","319986013","^ESCTCL484913","",32,11
"Wrist fracture","4849141000006118","Closed fracture subluxation perilunate (dorsal)","209289002","319987016","^ESCTCL484914","",32,2
"Wrist fracture","4849151000006116","Closed fracture subluxation perilunate transscaphoid","209290006","319988014","^ESCTCL484915","",32,3
"Wrist fracture","4849161000006119","Open fracture subluxation of the wrist","209292003","319990010","^ESCTOP484916","",32,43
"Wrist fracture","4849211000006111","Open fracture subluxation lunate (volar)","209297009","319995017","^ESCTOP484921","",32,1
"Wrist fracture","5460591000006116","Fracture dislocation of wrist joint","263079005","391196013","^ESCTFR546059","",31,257
"Wrist fracture","5460601000006112","Fracture dislocation of radiocarpal joint","263080008","391197016","^ESCTFR546060","",32,21
"Wrist fracture","5460621000006119","Fracture dislocation of lunate","263082000","391199018","^ESCTFR546062","",31,2
"Wrist fracture","5460821000006115","Fracture subluxation of wrist","263102004","391219013","^ESCTFR546082","",32,484
"Wrist fracture","5460881000006116","Fracture subluxation of lunate","263108000","391226013","^ESCTFR546088","",31,1
"Wrist fracture","5461991000006116","Fracture of distal end of radius","263199001","391353010","^ESCTFR546199","",32,70108
"Wrist fracture","5462011000006116","Volar Barton's fracture","263200003","391355015","^ESCTVO546201","",31,48
"Wrist fracture","5462021000006112","Volar Barton fracture","263200003","2839985015","^ESCTVO546202","",31,23
"Wrist fracture","5462031000006110","Dorsal Barton's fracture","263201004","391356019","^ESCTDO546203","",31,4
"Wrist fracture","5462041000006117","Dorsal Barton fracture","263201004","2839986019","^ESCTDO546204","",31,4
"Wrist fracture","5462121000006113","Fracture of distal end of radius and ulna","263208005","391364013","^ESCTFR546212","",32,5483
"Wrist fracture","5652521000006111","Transscaphoid-perilunate fracture dislocation","281513007","419542012","^ESCTTR565252","",31,12
"Wrist fracture","5652541000006116","Transscaphoid-capitate-hamate-triquetral-perilunate fracture dislocation","281515000","419544013","^ESCTTR565254","",31,2
"Wrist fracture","5652551000006119","Transstyloid-perilunate fracture dislocation","281516004","419545014","^ESCTTR565255","",31,3
"Wrist fracture","5652561000006117","Transstyloid-scaphoid-perilunate fracture dislocation","281517008","419546010","^ESCTTR565256","",31,8
"Wrist fracture","5971981000006111","Closed Barton fracture","307713000","2841979011","^ESCTCL597198","",32,2
"Wrist fracture","6517251000006116","Torus fracture of radius","390986009","1485015012","^ESCTTO651725","",32,2931
"Wrist fracture","7059491000006114","Chauffeur's fracture","426467005","2674083015","^ESCTCH705949","",31,6
"Wrist fracture","7106641000006111","Closed torus fracture of radius","429655000","2692914010","^ESCTCL710664","",31,35
"Wrist fracture","7309751000006118","Pathological fracture of distal radius","445537004","2871006011","^ESCTPA730975","",31,6
"Wrist fracture","7309761000006116","Pathological fracture of distal ulna","445538009","2871008012","^ESCTPA730976","",31,1
"Wrist fracture","7587861000006118","Closed fracture of distal epiphysis of radius","704212006","3010856018","^ESCTCL758786","",31,8
"Wrist fracture","7663151000006114","Pathological fracture of distal radius and distal ulna","710052000","3043001010","^ESCTPA766315","",31,38
"Wrist fracture","12217201000006111","Smith fracture","123619001","3670864017","^ESCT1221720","",32,13
"Wrist fracture","13703001000006112","Closed fracture of trapezoidal bone of right wrist","10936201000119107","3773246016","^ESCT1370300","",31,1
"Wrist fracture","13703011000006110","Closed fracture of trapezoidal bone of left wrist","10936241000119109","3773244018","^ESCT1370301","",31,1
"Wrist fracture","13703031000006116","Closed fracture of lunate bone of left wrist","10937281000119102","3774023015","^ESCT1370303","",31,1
"Wrist fracture","13716941000006116","Closed fracture of metaphysis of distal end of left radius","16542861000119107","3775271016","^ESCT1371694","",31,53
"Wrist fracture","13716951000006119","Closed fracture of metaphysis of distal end of right radius","16542901000119101","3775268012","^ESCT1371695","",31,35
"Wrist fracture","14196721000006117","Closed Smith's fracture","123618009","4168365014","^ESCT1419672","",32,80
"Wrist fracture","15079361000006114","Closed fracture of multiple carpal bones","208375001","5145668015","^ESCT1507936","",32,35
"Wrist fracture","15079371000006119","Open fracture of multiple carpal bones","208385000","5145665017","^ESCT1507937","",32,1
"Wrist fracture","15262321000006110","Fracture of distal end of left radius","1285724007","5250179019","^ESCT1526232","",31,124
"Wrist fracture","15294151000006113","Open fracture of metaphysis of distal right radius","16543151000119106","5233511013","^ESCT1529415","",31,3
"Wrist fracture","15294161000006110","Open fracture of metaphysis of distal left radius","16543671000119105","5233503015","^ESCT1529416","",31,1
"Wrist fracture","15295461000006115","Fracture of distal end of right radius","18310001000004100","691751000124114","^ESCT1529546","",31,64
"Wrist fracture","15437341000006113","Fracture of bone of left wrist region","1303394003","5306296014","^ESCT1543734","",31,17
"Wrist fracture","15437351000006110","Fracture of bone of right wrist region","1303395002","5306298010","^ESCT1543735","",31,8
"Wrist fracture","15437381000006119","Fracture of bone of wrist region","1303397005","5306303012","^ESCT1543738","",31,2
"Wrist fracture","16054541000006115","Fracture of right scaphoid bone","48391000087103","5423618018","^ESCT1605454","",31,1
"Wrist fracture","16080541000006116","Closed fracture subluxation of wrist","209283001","5406349016","^ESCT1608054","",32,5
