"medcodeid","term","snomedctconceptid","snomedctdescriptionid","originalreadcode","cleansedreadcode","observations","condition"
"565671000006117","Closed fracture subluxation of the wrist","209283001","319981015","S4C2","S4C2.00",2635,"Wrist fracture"
"451061019","Closed Barton's fracture","307713000","451061019","S234F","S234F00",2296,"Wrist fracture"
"318940017","Fracture of carpal bone NOS","82065001","136121013","S24z","S24z.00",2050,"Wrist fracture"
"4358241000006117","Colles' fracture","123971006","192460015","^ESCTCO435824","",1934,"Wrist fracture"
"318858012","Closed fracture distal radius, intra-articular, die-punch","208326002","318858012","S234C","S234C00",1224,"Wrist fracture"
"318923014","Closed fracture carpal bones, multiple","208375001","318923014","S240F","S240F00",1215,"Wrist fracture"
"318891015","Open intra-articular fracture of distal radius","849681000000104","2201851000000112","S235E","S235E00",1043,"Wrist fracture"
"325417012","[X]Fracture of other carpal bone(s)","82065001","136121013","Syu63","Syu6300",602,"Wrist fracture"
"319970018","Open fracture dislocation wrist","209273000","319970018","S4C1","S4C1.00",549,"Wrist fracture"
"5460821000006115","Fracture subluxation of wrist","263102004","391219013","^ESCTFR546082","",484,"Wrist fracture"
"2993591000006110","Closed fracture of triquetral bone of wrist","30632004","51270013","^ESCTCL299359","",449,"Wrist fracture"
"52291000006115","Open Smith's fracture","208340001","318880010","S2357","S235700",430,"Wrist fracture"
"318890019","Open extra-articular fracture of distal radius","849671000000101","2201831000000117","S235D","S235D00",426,"Wrist fracture"
"2620681000006114","Fracture of triquetral bone of wrist","7585008","13539010","^ESCTFR262068","",373,"Wrist fracture"
"318916013","Closed fracture of carpal bone, unspecified","9468002","511384012","S2400","S240000",353,"Wrist fracture"
"318925019","Closed fracture of carpal bone NOS","9468002","511384012","S240z","S240z00",342,"Wrist fracture"
"3932001000006116","Open fracture of lower end of radius AND ulna","88116004","146086018","^ESCTOP393200","",332,"Wrist fracture"
"4353801000006114","Closed reverse Colles' fracture","123618009","192107010","^ESCTCL435380","",330,"Wrist fracture"
"559791000006116","Closed dorsal Barton's fracture","208324004","318856011","S234A","S234A00",303,"Wrist fracture"
"565381000006114","Closed fracture-dislocation radiocarpal joint","209266005","319963018","S4C01","S4C0100",296,"Wrist fracture"
"3098691000006118","Closed fracture of hamate bone of wrist","37174005","62011010","^ESCTCL309869","",285,"Wrist fracture"
"5460591000006116","Fracture dislocation of wrist joint","263079005","391196013","^ESCTFR546059","",257,"Wrist fracture"
"318882019","Open volar Barton's fracture","208342009","318882019","S2359","S235900",230,"Wrist fracture"
"13790511000006114","Disorder due to and following fracture at wrist and/or hand level","210958007","3763647019","^ESCT1379051","",227,"Wrist fracture"
"3896491000006116","Fracture of hamate bone of wrist","85922006","142447010","^ESCTFR389649","",215,"Wrist fracture"
"48573010","Open fracture of carpal bone","29014003","48573010","S241","S241.00",177,"Wrist fracture"
"318880010","Smith's fracture - open","208340001","318880010","S2351-1","S235111",166,"Wrist fracture"
"451060018","Open Barton's fracture","307712005","451060018","S235F","S235F00",153,"Wrist fracture"
"256001000006114","Open fracture-dislocation radiocarpal joint","209276008","319974010","S4C11","S4C1100",152,"Wrist fracture"
"3428151000006115","Closed fracture of trapezium bone of wrist","57114005","94984016","^ESCTCL342815","",138,"Wrist fracture"
"3710331000006111","Fracture of trapezium of wrist","74465000","123673011","^ESCTFR371033","",123,"Wrist fracture"
"3106031000006116","Closed fracture of lunate bone of wrist","37633006","62773014","^ESCTCL310603","",86,"Wrist fracture"
"256341000006113","Open fracture-subluxation of the wrist","209292003","319990010","S4C3","S4C3.00",82,"Wrist fracture"
"14196721000006117","Closed Smith's fracture","123618009","4168365014","^ESCT1419672","",80,"Wrist fracture"
"3204741000006116","Closed fracture of pisiform bone of wrist","43767005","72987016","^ESCTCL320474","",79,"Wrist fracture"
"569521000006119","Closed volar Barton's fracture-dislocation","208323005","318853015","S2349-1","S234911",77,"Wrist fracture"
"4358251000006115","Reversed Colles' fracture","123972004","192461016","^ESCTRE435825","",74,"Wrist fracture"
"3964861000006110","Closed fracture of capitate bone of wrist","90114000","149369015","^ESCTCL396486","",73,"Wrist fracture"
"318924015","Closed fracture of other carpal bone","9468002","511384012","S240y","S240y00",64,"Wrist fracture"
"3692241000006119","Fracture of capitate bone of wrist","73316002","121750019","^ESCTFR369224","",58,"Wrist fracture"
"318889011","Open fracture distal radius, intra-articular, die-punch","208345006","318889011","S235C","S235C00",57,"Wrist fracture"
"3607291000006111","Open fracture of navicular bone of wrist","68076002","113078017","^ESCTOP360729","",49,"Wrist fracture"
"5462011000006116","Volar Barton's fracture","263200003","391355015","^ESCTVO546201","",48,"Wrist fracture"
"3867051000006117","Fracture of pisiform bone of wrist","84030002","139340014","^ESCTFR386705","",44,"Wrist fracture"
"4849161000006119","Open fracture subluxation of the wrist","209292003","319990010","^ESCTOP484916","",43,"Wrist fracture"
"565681000006119","Closed fracture-subluxation other carpal","263102004","391219013","S4C2y","S4C2y00",40,"Wrist fracture"
"7663151000006114","Pathological fracture of distal radius and distal ulna","710052000","3043001010","^ESCTPA766315","",38,"Wrist fracture"
"569501000006112","Closed volar Barton fracture-subluxation","208323005","318852013","S2349-2","S234912",37,"Wrist fracture"
"2530741000006117","Fracture of lunate bone of wrist","2012002","4471012","^ESCTFR253074","",37,"Wrist fracture"
"2650961000006112","Closed fracture of carpal bone of wrist","9468002","3298057018","^ESCTCL265096","",37,"Wrist fracture"
"15079361000006114","Closed fracture of multiple carpal bones","208375001","5145668015","^ESCT1507936","",35,"Wrist fracture"
"318933018","Open fracture carpal bones, multiple","208385000","318933018","S241F","S241F00",34,"Wrist fracture"
"3386781000006111","Barton's fracture","54645004","90811010","^ESCTBA338678","",34,"Wrist fracture"
"318887013","Open dorsal Barton's fracture","208343004","318887013","S235A","S235A00",32,"Wrist fracture"
"2504221000006116","Closed fracture of trapezoidal bone of wrist","357009","1686010","^ESCTCL250422","",30,"Wrist fracture"
"2736481000006119","Fracture of trapezoidal bone of wrist","14916000","25332016","^ESCTFR273648","",25,"Wrist fracture"
"5462021000006112","Volar Barton fracture","263200003","2839985015","^ESCTVO546202","",23,"Wrist fracture"
"5460601000006112","Fracture dislocation of radiocarpal joint","263080008","391197016","^ESCTFR546060","",21,"Wrist fracture"
"2626111000006113","Open fracture of triquetral bone of wrist","7913001","14091013","^ESCTOP262611","",20,"Wrist fracture"
"561321000006113","Closed dorsal Barton's fracture-dislocation","208324004","318855010","S234A-1","S234A11",19,"Wrist fracture"
"565311000006119","Closed fracture-dislocation mid carpal","209267001","319964012","S4C02","S4C0200",19,"Wrist fracture"
"565711000006118","Closed fracture-subluxation radiocarpal joint","209285008","319983017","S4C21","S4C2100",18,"Wrist fracture"
"15437341000006113","Fracture of bone of left wrist region","1303394003","5306296014","^ESCT1543734","",17,"Wrist fracture"
"4848921000006116","Closed fracture dislocation radiocarpal joint","209266005","319963018","^ESCTCL484892","",14,"Wrist fracture"
"318926018","Open fracture of carpal bone, unspecified","29014003","48573010","S2410","S241000",13,"Wrist fracture"
"255581000006118","Open fracture-subluxation radiocarpal joint","209294002","319992019","S4C31","S4C3100",13,"Wrist fracture"
"12217201000006111","Smith fracture","123619001","3670864017","^ESCT1221720","",13,"Wrist fracture"
"4358261000006118","Smith's fracture","123972004","203444012","^ESCTSM435826","",12,"Wrist fracture"
"318935013","Open fracture of carpal bone NOS","29014003","48573010","S241z","S241z00",11,"Wrist fracture"
"2773201000006116","Closed fracture of lower end of radius","17222009","29118019","^ESCTCL277320","",11,"Wrist fracture"
"561311000006117","Closed dorsal Barton fracture-subluxation","208324004","318854014","S234A-2","S234A12",10,"Wrist fracture"
"15437351000006110","Fracture of bone of right wrist region","1303395002","5306298010","^ESCT1543735","",8,"Wrist fracture"
"318934012","Open fracture of other carpal bone","29014003","48573010","S241y","S241y00",7,"Wrist fracture"
"4849021000006112","Open fracture dislocation radiocarpal joint","209276008","319974010","^ESCTOP484902","",7,"Wrist fracture"
"49851000006119","Open volar Barton fracture-dislocation","208342009","318884018","S2359-1","S235911",6,"Wrist fracture"
"565631000006115","Closed fracture-subluxation mid carpal","209286009","319984011","S4C22","S4C2200",6,"Wrist fracture"
"4849101000006115","Closed fracture subluxation radiocarpal joint","209285008","319983017","^ESCTCL484910","",6,"Wrist fracture"
"7059491000006114","Chauffeur's fracture","426467005","2674083015","^ESCTCH705949","",6,"Wrist fracture"
"7309751000006118","Pathological fracture of distal radius","445537004","2871006011","^ESCTPA730975","",6,"Wrist fracture"
"4353811000006112","Open reverse Colles' fracture","123619001","192108017","^ESCTOP435381","",5,"Wrist fracture"
"16080541000006116","Closed fracture subluxation of wrist","209283001","5406349016","^ESCT1608054","",5,"Wrist fracture"
"3527286011","Fracture of lower end of radius with dorsal tilt","737261002","3527286011","^ESCT1167569","",4,"Wrist fracture"
"3527288012","Fracture of lower end of radius with volar tilt","737262009","3527288012","^ESCT1167570","",4,"Wrist fracture"
"3217001000006114","Open fracture of capitate bone of wrist","44504005","74215010","^ESCTOP321700","",4,"Wrist fracture"
"3386791000006114","Barton fracture","54645004","2839416017","^ESCTBA338679","",4,"Wrist fracture"
"4842291000006112","Closed dorsal Barton fracture","208324004","2839862017","^ESCTCL484229","",4,"Wrist fracture"
"5462031000006110","Dorsal Barton's fracture","263201004","391356019","^ESCTDO546203","",4,"Wrist fracture"
"5462041000006117","Dorsal Barton fracture","263201004","2839986019","^ESCTDO546204","",4,"Wrist fracture"
"4842251000006118","Closed volar Barton fracture","208323005","2839697017","^ESCTCL484225","",3,"Wrist fracture"
"261541000006119","Open dorsal Barton's fracture-dislocation","208343004","318885017","S235A-1","S235A11",2,"Wrist fracture"
"3363611000006116","Open fracture of lunate bone of wrist","53256003","88562016","^ESCTOP336361","",2,"Wrist fracture"
"3591391000006119","Open fracture of trapezium of wrist","67130000","111499018","^ESCTOP359139","",2,"Wrist fracture"
"3949301000006114","Open fracture of pisiform bone of wrist","89161006","147845017","^ESCTOP394930","",2,"Wrist fracture"
"4848931000006118","Closed fracture dislocation midcarpal","209267001","319964012","^ESCTCL484893","",2,"Wrist fracture"
"5971981000006111","Closed Barton fracture","307713000","2841979011","^ESCTCL597198","",2,"Wrist fracture"
"15437381000006119","Fracture of bone of wrist region","1303397005","5306303012","^ESCT1543738","",2,"Wrist fracture"
"49861000006117","Open volar Barton fracture-subluxation","208342009","318883012","S2359-2","S235912",1,"Wrist fracture"
"256351000006110","Open fracture-subluxation other carpal","263102004","391219013","S4C3y","S4C3y00",1,"Wrist fracture"
"256741000006114","Open fracture-dislocation mid carpal","209277004","319975011","S4C12","S4C1200",1,"Wrist fracture"
"261551000006117","Open dorsal Barton's fracture-subluxation","208343004","318886016","S235A-2","S235A12",1,"Wrist fracture"
"3058071000006115","Open fracture of hamate bone of wrist","34656006","57847019","^ESCTOP305807","",1,"Wrist fracture"
"4842281000006114","Closed dorsal Barton's fracture dislocation","208324004","318855010","^ESCTCL484228","",1,"Wrist fracture"
"7309761000006116","Pathological fracture of distal ulna","445538009","2871008012","^ESCTPA730976","",1,"Wrist fracture"
"13703001000006112","Closed fracture of trapezoidal bone of right wrist","10936201000119107","3773246016","^ESCT1370300","",1,"Wrist fracture"
"13703011000006110","Closed fracture of trapezoidal bone of left wrist","10936241000119109","3773244018","^ESCT1370301","",1,"Wrist fracture"
"13703031000006116","Closed fracture of lunate bone of left wrist","10937281000119102","3774023015","^ESCT1370303","",1,"Wrist fracture"
"15079371000006119","Open fracture of multiple carpal bones","208385000","5145665017","^ESCT1507937","",1,"Wrist fracture"
